call_id,O-A-overtalk-incidents,O-A-overtalk-ratio,O-C-overtalk-incidents,O-C-overtalk-ratio,O-overtalk-incidents,O-overtalk-ratio,S-A-intra-call-change-in-sentiment,S-A-sentiment,S-call-change-in-sentiment,S-call-sentiment,S-C-intra-call-change-in-sentiment,S-C-sentiment,TST-A-intra-call-change-in-pitch,TST-A-intra-call-change-in-relative-voice-volume-energy,TST-A-relative-voice-volume-energy,TST-A-voice-dynamism-std-dev-score,TST-C-intra-call-change-in-pitch,TST-C-intra-call-change-in-relative-voice-volume-energy,TST-C-relative-voice-volume-energy,TST-C-voice-dynamism-std-dev-score,TTR-A-average-streak,TTR-A-intra-call-change-in-talk-rate,TTR-A-longest-streak,TTR-A-median-streak,TTR-A-talk-rate,TTR-A-talk-ratio,TTR-A-to-C-talk-rate-ratio,TTR-average-streak,TTR-C-average-streak,TTR-C-intra-call-change-in-talk-rate,TTR-C-longest-streak,TTR-C-median-streak,TTR-C-talk-rate,TTR-C-talk-ratio,TTR-longest-streak,TTR-median-streak,TTR-silence-incidents,TTR-silence-ratio
3941,5,0.015484,2,0.005539,7,0.021023,1,0.678571,1,0.711864,0.981818,0.741935,0.960394,1.198993,2.031176,6.279061,0.894834,1.156845,1.090235,5.739947,5.335,0.842855,26.814,1.285,171,0.311445,1.335938,11.05,20.192,1.092619,70.047,16.334,128,0.712234,70.047,4.29,2,0.11217
3945,8,0.390242,6,0.236217,14,0.626459,1.052632,0.823529,1.203125,0.846154,1.333333,0.859649,0.993717,1.204981,3.053822,10.69786,0.972886,1.144908,1.135811,7.678022,28.487,0.470418,90.763,7.752,176,0.659028,0.988764,26.315,11.11,1.920396,11.11,11.11,178,0.987947,90.763,9.431,0,0.031555
3978,5,0.095659,13,0.290099,18,0.385758,1.101215,0.781818,1.028571,0.820225,1.041667,0.882353,0.977311,0.726341,1.339893,5.379274,1.008062,0.950848,1.688072,5.677066,24.011,1.02847,46.225,18.823,189,0.959107,1.948454,13.263,10.331,1.317902,30.19,8.15,97,0.441273,46.225,9.601,0,0.036519
3985,6,0.174328,7,0.172082,13,0.346409,1,0.609756,1.339713,0.661017,1,0.777778,1.106747,1.407923,1.729712,6.730666,1.027371,1.904789,1.191866,5.008393,42.645,0.976963,61.138,42.645,176,0.969046,0.921466,13.684,7.892,1.407841,15.992,8.175,191,0.39237,61.138,9.184,0,0.041522
3992,10,0.360704,10,0.521848,20,0.882552,1.07438,0.885714,1.190083,0.897727,1.272727,0.90566,0.959637,1.316541,1.691602,6.381557,0.947894,0.734446,0.543674,3.926003,95.344,1.643777,165.893,87.238,101,0.927024,0.497537,72.15,2.57,1.17005,2.57,2.57,203,0.984061,165.893,60.069,0,0.031318
4000,14,0.402694,6,0.162655,20,0.56535,1.2375,0.814815,1.258681,0.817073,1.266667,0.818182,1.061755,0.689489,2.183681,6.669394,2.008211,1.111537,1.349937,9.015554,11.76,1.329541,31.118,8.832,159,0.619857,0.832461,12.341,16.703,0.928287,22.994,16.703,191,0.981997,31.118,10.411,0,0.060654
4017,17,0.175647,8,0.503844,25,0.679491,1.076923,0.92,1.117497,0.886076,1.3125,0.827586,1.150878,0.957081,2.100067,6.257126,1.09766,1.308775,2.37289,11.55958,23.785,0.915932,56.636,12.718,149,0.984596,0.745,26.386,27.5,99999999,87.432,24.531,200,0.732679,87.432,18.625,0,0.052676
4020,23,0.272808,30,0.445755,53,0.718562,1.054511,0.875,1.032898,0.869565,1.037037,0.848485,1.020817,1.09692,1.309884,4.858883,1.007864,0.794418,1.078001,8.293638,19.475,2.17159,55.034,12.43,134,0.856731,0.724324,30.471,41.468,1.470517,87.341,45.944,185,0.897716,87.341,17.221,0,0.047565
4022,6,0.434613,7,0.256078,13,0.690691,0.892857,0.692308,0.918367,0.7,1.021429,0.704545,0.969617,0.827246,3.421488,8.824478,1.20488,0.660913,1.201703,8.177864,29.923,2.300283,72.62,22.346,156,0.748287,0.631579,43.694,71.235,1.245192,128.939,71.235,247,0.970341,128.939,22.971,0,0.038876
4028,6,0.178213,10,0.115338,16,0.293552,1.069444,0.773585,1.292308,0.763889,1.041667,0.684211,1.062235,0.992086,1.852616,6.382288,1.03515,1.1483,1.155525,6.727228,22.981,1.250255,22.981,22.981,171,0.992488,0.855,7.611,6.429,1.512919,20.023,2.87,200,0.314121,22.981,3.11,0,0.042586
4031,15,0.427024,9,0.073624,24,0.500648,1.3,0.888889,1.142857,0.88,1.090909,0.871795,0.756336,1.092253,1.994381,8.7464,1.001978,0.842566,0.905108,4.610664,9.712,0.926659,26.116,6.047,183,0.810119,0.948187,13.71,17.709,1.291569,54.613,12.807,193,0.726048,54.613,6.431,0,0.06651
4039,8,0.316723,4,0.043458,12,0.360181,1.166667,0.925926,1.106509,0.776119,1.05,0.725,0.876038,1.314264,1.277291,5.440575,0.969424,1.530417,1.668465,9.815437,14.32,1.053671,39.958,9.663,176,0.61107,0.81106,15.056,16.003,0.897651,46.576,4.14,217,0.762601,46.576,7.416,0,0.036104
4044,1,0.007034,1,0.001364,2,0.008398,0.625,0.777778,0.954545,0.709677,1.333333,0.615385,1.037336,0.956609,1.530237,4.852977,0.992151,1.756545,1.101619,6.416915,42.094,0.993964,61.897,48.157,132,0.574982,0.970588,36.493,30.893,0.962246,42.838,32.806,136,0.433696,61.897,38.736,0,0.032248
4056,3,0.002568,2,0.085442,5,0.08801,1.025641,0.72,1.038961,0.719298,1,0.6875,1.092239,0.960094,1.760859,5.195278,0.855215,0.889442,1.378337,9.357274,18.451,1.080787,40.524,17.994,161,0.46354,0.92,19.825,20.741,1.083679,65.556,15.813,175,0.627166,65.556,15.813,0,0.029728
4057,4,0.092822,5,0.011826,9,0.104648,1.222222,0.857143,1.077098,0.854839,0.888889,0.888889,0.997509,0.898356,2.211056,6.598137,0.954191,1.068633,1.321596,7.564034,15.466,1.154784,33.25,16.673,198,0.636784,1.222222,10.857,7.476,0.800265,35.677,4.192,162,0.478415,35.677,6.849,0,0.091589
4060,19,0.518935,9,0.114402,28,0.633337,1.360544,0.809524,1.156156,0.836538,0.916667,0.878049,1.044249,0.924635,0.970863,4.970461,0.955005,1.02388,1.222951,5.367737,14.634,1.046204,22.932,20.761,214,0.95886,0.887967,19.271,20.662,0.906091,45.032,15.607,241,0.714029,45.032,16.303,0,0.057881
4062,9,0.461149,6,0.262454,15,0.723603,1.017391,0.9,1.017287,0.909091,1.041667,0.923077,0.965035,1.688256,1.868006,10.4791,0.875847,0.801951,1.898746,8.394889,41.445,0.902458,72.202,45.473,180,0.95787,1.028571,32.908,28.64,0.965556,65.058,25.823,175,0.787866,72.202,39.212,0,0.029679
4063,12,0.128328,10,0.099947,22,0.228275,0.972222,0.891304,0.984615,0.931507,1,1,0.864891,0.813188,1.472402,6.17882,0.958341,1.198775,1.702847,7.413316,13.565,1.300658,29.969,10.639,161,0.89809,0.964072,9.656,7.523,0.693487,20.254,4.769,167,0.34901,29.969,9.4,0,0.07618
4070,1,0.002046,1,0.001306,2,0.003352,1,1,1.128205,0.863636,1.428571,0.769231,0.943856,1.189752,1.55991,5.131555,0.817173,1.081023,2.020489,10.36453,27.308,1.263743,77.252,11.386,154,0.36106,0.974684,24.532,23.144,0.986614,58.961,18.82,158,0.642413,77.252,11.386,0,0.034947
4071,4,0.170166,1,0.008271,5,0.178437,1.111111,0.826087,1.275,0.76,1.555556,0.703704,1.111512,1.443343,3.028954,9.090487,0.8689,0.911038,1.183673,5.97567,10.903,1.044667,52.103,1.05,163,0.443778,0.895604,13.65,16.671,1.194465,55.882,10.785,182,0.747103,55.882,6.2,1,0.065194
4079,1,0.018622,1,0.000459,2,0.01908,0.777778,0.911765,1.076923,0.864407,1.363636,0.8,0.923596,1.047813,1.776845,5.447848,0.892023,1.927771,1.029324,5.849408,26.203,1.138449,67.638,11.992,196,0.63114,1.010309,15.908,8.701,1.121491,25.51,4.425,194,0.389183,67.638,11.66,0,0.061149
4085,12,0.309621,12,0.361364,24,0.670985,0.991736,0.764706,0.77381,0.75,0.6,0.717391,0.976006,0.888237,2.982827,6.957392,0.890785,1.044175,0.605494,5.324198,24.396,0.984492,54.915,20.331,222,0.721359,1.423077,22.286,3.3,1.289313,3.3,3.3,156,0.960157,54.915,13.925,0,0.015451
4090,4,0.028479,5,0.064078,9,0.092557,0.914286,0.857143,0.927273,0.823529,1.4,0.8,0.957397,1.007452,1.620573,4.095426,0.992884,0.971272,1.055684,5.169582,13.045,1.353243,32.071,5.86,142,0.462718,0.898734,14.157,15.157,1.042223,63.61,4.931,158,0.635125,63.61,5.76,0,0.054026
4091,4,0.011782,7,0.146825,11,0.158608,1.123457,0.733333,0.965944,0.768116,0.65,0.794872,1.077078,0.960139,3.20379,11.41134,0.961221,0.906585,1.146312,5.514266,5.628,1.208006,18.597,1.75,221,0.352907,1.057416,11.061,19.514,1.089232,67.932,11.108,209,0.816688,67.932,4.002,1,0.064786
4098,7,0.012896,11,0.164588,18,0.177484,0.837607,0.810811,0.945813,0.837838,0.84375,0.864865,0.991515,0.860574,2.493585,7.325024,0.97144,0.889438,0.956537,7.241399,6.343,0.795486,20.442,5.522,173,0.508541,0.827751,9.782,13.749,0.900269,71.062,7.27,209,0.681655,71.062,5.592,0,0.066837
4100,3,0.011378,4,0.008344,7,0.019722,1,0.75,0.9,0.769231,1.388889,0.789474,0.772926,0.672946,2.326091,7.445795,0.996008,0.89387,1.21332,6.694149,33.342,1.006456,70.529,36.933,144,0.55307,0.782609,27.306,22.276,0.900358,54.565,17.776,184,0.466968,70.529,24.2,0,0.01579
4103,1,0.002221,1,0.007822,2,0.010044,0.8,0.8125,0.894737,0.866667,0.909091,0.896552,0.988581,1.810092,1.332047,4.764193,1.111334,1.229439,1.373788,8.35719,15.864,0.839286,30.227,14.339,157,0.449475,0.951515,15.474,15.028,0.790013,25.313,15.42,165,0.561363,30.227,15.42,0,0.073298
4104,18,0.17929,15,0.141584,33,0.320874,1.010526,0.830508,0.937037,0.844444,0.916667,0.83871,1.037354,1.552252,2.301064,8.930763,1.052371,1.46763,1.341433,9.521209,21.134,1.077941,51.344,14.755,181,0.947082,1.090361,13.62,10.614,0.442549,38.309,5.056,166,0.399055,51.344,5.056,0,0.072986
4105,3,0.014018,3,0.106234,6,0.120252,1.153846,0.645161,1.375,0.6875,1.5,0.764706,0.874211,1.487253,1.444194,5.417673,0.989868,1.83299,0.964903,4.721241,19.541,1.450511,78.599,6.12,158,0.622377,1.025974,20.356,21.172,1.145458,48.902,18.603,154,0.501628,78.599,16.46,0,0.030269
4109,6,0.161083,2,0.012294,8,0.173377,0.8,0.75,0.678261,0.822581,0.972222,0.847826,3.39746,0.884508,3.650302,10.62573,0.862431,1.648781,1.228132,5.409485,16.348,0.876601,38.164,20.403,174,0.38655,1,22.919,32.119,1.035835,52.968,44.482,174,0.787493,52.968,21.598,0,0.020445
4112,1,0.001141,4,0.074734,5,0.075875,1.111111,0.685714,1.055556,0.741379,1.111111,0.826087,0.903767,0.880767,4.39983,11.62697,0.943814,0.802536,0.895804,4.6553,25.654,1.016402,102.983,6.3,166,0.763482,0.927374,14.833,7.62,1.135827,32.714,0.51,179,0.316759,102.983,1.26,0,0.054407
4115,7,0.088554,4,0.032363,11,0.120917,1.134921,0.878788,1.22449,0.865385,1.4,0.842105,1.029676,1.197,4.077516,9.61382,0.978033,0.615888,0.926293,4.84662,25.769,0.902622,98.252,19.44,153,0.892745,0.765,11.812,3.67,0.945155,11.773,2.745,200,0.235045,98.252,4.92,0,0.053778
4122,16,0.170204,15,0.216355,31,0.386559,1.1875,0.791045,1.149616,0.784314,1.2,0.742857,0.994804,1.085709,1.658334,6.500189,0.87572,1.107531,1.509426,6.935778,16.555,1.025336,34.181,14.295,155,0.885289,0.711009,10.73,8.011,1.083053,25.087,6.032,218,0.528008,34.181,8.496,0,0.064695
4127,12,0.176121,12,0.135847,24,0.311968,1.214286,0.872727,1.283951,0.848101,1.575,0.791667,0.998367,1.267972,1.797495,6.381465,0.987769,0.946963,1.217414,6.913964,22.941,0.937075,52.139,20.649,163,0.922865,0.75463,11.692,6.067,0.860989,13.222,5.253,216,0.403178,52.139,8.155,0,0.055441
4138,23,0.199456,11,0.039764,34,0.23922,0.7875,0.886792,0.871795,0.925532,0.875,0.97561,1.191231,1.2545,1.522482,7.323334,1.172812,0.908479,0.848818,5.126634,28.269,1.271732,87.306,10.767,154,0.885084,0.709677,12.548,5.811,1.037815,41.063,1.665,217,0.376952,87.306,2.416,0,0.087072
4142,3,0.004686,8,0.109795,11,0.114482,0.9,0.883721,1.024631,0.835821,1.142857,0.75,0.917799,1.264329,1.774479,6.194469,0.841576,1.057902,2.358371,11.51349,29.377,1.116264,47.122,31.905,183,0.858132,1.051724,8.421,4.009,1.345678,17.981,2.03,174,0.263554,47.122,2.91,0,0.059202
4149,11,0.313521,7,0.229129,18,0.54265,1.090909,0.840909,0.960474,0.809524,0.975,0.8,1.313818,2.263823,3.560729,13.23112,1.007653,0.975946,1.113074,6.399608,16.366,1.809754,64.306,6.542,151,0.765739,0.853107,13.713,10.174,1.110307,29.335,6.86,177,0.801117,64.306,6.86,0,0.042703
4155,2,0.011821,6,0.080053,8,0.091874,0.571429,0.766667,0.789474,0.87037,1,0.916667,1.071293,0.732336,1.140756,3.639825,1.024767,0.64684,0.778343,4.407982,21.699,0.878053,101.064,9.752,175,0.736454,1.100629,11.713,6.387,0.855388,23.422,3.091,159,0.357067,101.064,4.062,0,0.072727
4156,12,0.048761,4,0.031695,16,0.080456,0.973262,0.862745,0.952381,0.84,0.742857,0.791667,1.007516,1.180396,2.063592,5.545974,0.303712,0.932414,1.987175,8.174563,15.307,0.80772,31.152,14.12,210,0.767215,1.014493,9.875,5.461,0.840794,13.979,5.1,207,0.318433,31.152,6.458,0,0.060627
4158,3,0.006677,6,0.027625,9,0.034302,0.875,0.666667,0.9375,0.717391,0.833333,0.76,0.905126,0.678111,1.760989,6.602653,0.991483,1.033844,0.591422,3.611042,10.588,1.188786,46.776,6.442,119,0.550414,0.613402,11.075,11.521,0.930528,34.933,2.5,194,0.486822,46.776,5.51,0,0.078802
4160,3,0.038567,1,0.007219,4,0.045786,0.846154,0.869565,0.872727,0.857143,0.8,0.848485,0.972024,0.777467,1.581497,4.822026,0.990291,1.320472,0.939737,5.838074,13.929,0.977695,47.192,8.05,158,0.486243,0.79397,15.771,18.403,1.025193,41.51,14.865,199,0.562285,47.192,10.411,0,0.056508
4161,1,0.002081,3,0.00645,4,0.00853,0.916667,0.842105,0.807692,0.852459,0.8,0.869565,0.964903,0.819727,1.168907,3.918929,1.019301,0.534016,1.374467,9.101691,27.701,1.126349,90.52,8.1,145,0.672069,0.736041,17.202,9.037,1.153386,24.874,1.17,197,0.337076,90.52,4.176,0,0.067132
4163,14,0.3532,9,0.238006,23,0.591206,0.923077,0.796875,1.080303,0.755319,1.272727,0.666667,1.013626,1.301363,3.613056,14.32173,2.584621,1.575679,1.859691,9.569006,14.817,0.910434,27.781,14.503,202,0.956408,0.82449,17.902,18.931,1.970414,37.852,16.302,245,0.664261,37.852,15.672,0,0.04747
4170,21,0.418897,25,0.221876,46,0.640773,1.062937,0.77551,1.06902,0.835052,1.04,0.895833,0.924397,1.040848,2.317441,6.670773,0.963584,1.112868,0.8372,5.784402,21.88,1.176267,54.737,23.064,193,0.805986,1.278146,15.898,11.113,1.108243,33.852,8.162,151,0.878925,54.737,11.944,1,0.064443
4171,2,0.001156,2,0.030154,4,0.03131,1.08,0.892857,1.085973,0.878788,1.09375,0.868421,0.969451,1.052996,2.662153,9.281568,1.025905,1.546796,1.142801,7.670991,8.459,1.106756,21.845,6.146,189,0.405771,1.098837,10.641,14.035,0.944718,39.023,9.43,172,0.627471,39.023,7.21,0,0.058086
4180,5,0.028254,4,0.07875,9,0.107004,0.555556,0.774194,0.63,0.818182,0.8,0.833333,1.086793,0.802176,1.830491,4.720512,1.008008,1.078554,1.872949,8.097718,16.416,0.867722,30.658,15.608,179,0.692561,1.028736,11.249,7.461,0.992061,27.162,6.76,174,0.418543,30.658,7.896,0,0.036907
4181,9,0.219354,7,0.06226,16,0.281613,0.8,0.914286,0.718935,0.819444,0.6,0.72973,0.979602,1.080999,3.095761,8.866845,0.411857,0.837363,1.3653,6.211757,14.913,0.964978,33.059,16.313,202,0.694268,0.821138,12.9,10.215,0.910094,24.498,9.603,246,0.596088,33.059,11.437,0,0.030111
4194,6,0.129315,1,0.053446,7,0.182761,0.907407,0.740741,1.098639,0.807692,1.25,0.84,0.911556,0.744483,2.517705,6.868189,0.847232,1.43412,0.938924,5.633891,18.403,1.004254,66.498,11.43,191,0.670037,0.872146,18.137,17.796,0.993195,34.75,20.966,219,0.521429,66.498,11.765,0,0.045464
4197,3,0.060423,4,0.037426,7,0.097849,1.05,0.615385,0.84,0.723404,0.8,0.857143,0.934642,1.015491,3.0521,10.91008,1.194731,0.726911,0.921547,5.110782,22.155,1.024187,73.537,5.463,172,0.588237,1.042424,15.769,10.181,0.962989,22.71,10.052,165,0.506416,73.537,9.911,0,0.031815
4198,0,0,0,0,0,0,0.84,0.722222,1,0.75,1.5,0.777778,0.924089,0.977933,1.984909,5.731427,1.074977,1.767307,1.585503,12.00213,30.436,1.169896,90.418,14.746,143,0.533166,0.993056,28.538,26.64,1.224068,91.239,17.65,144,0.466834,91.239,16.198,0,0.044891
4209,8,0.310384,9,0.348752,17,0.659136,0.818182,0.766667,0.863636,0.804878,0.904762,0.826923,0.98034,0.926972,4.056824,9.219674,0.987382,0.480839,1.614238,11.66514,22.861,0.590742,97.445,10.772,166,0.697382,0.779343,21.066,4.91,0.708602,4.91,4.91,213,0.977345,97.445,8.746,0,0.023107
4212,3,0.005431,1,0.03044,4,0.035871,0.925926,0.863636,1.09375,0.886364,1.333333,0.909091,0.991229,0.758895,2.323002,6.578544,1.042069,0.747209,1.155988,5.331405,30.173,1.086064,53.003,29.213,205,0.540601,1.40411,20.925,15.787,0.994193,41.526,17.763,146,0.496636,53.003,20.332,0,0.036673
4216,5,0.177707,4,0.133716,9,0.311424,0.984375,0.851852,0.931373,0.907407,1,0.962963,1.073928,1.137573,2.236208,5.784763,1.037313,1.085261,1.508324,5.89816,16.751,1.115356,50.297,12.25,209,0.665673,1.259036,16.306,15.683,0.966792,37.841,8.631,166,0.651458,50.297,10.441,0,0.017995
4220,3,0.040975,0,0,3,0.040975,0.888889,0.875,1.031746,0.915254,1.166667,0.962963,0.905371,0.926049,2.365417,9.287487,0.888289,1.068925,0.68361,4.950706,12.015,1.005917,47.296,7.595,157,0.509933,1.012903,16.023,24.041,1.65824,63.239,15.336,155,0.533199,63.239,8.87,0,0.050004
4222,1,0.000321,0,0,1,0.000321,1,0.727273,0.933333,0.714286,1.333333,0.555556,1.086066,1.002246,2.875432,9.282573,0.92673,0.81907,0.737167,3.182445,26.663,0.942115,120.936,7.08,157,0.656514,0.969136,21.876,16.291,1.040177,33.488,10.653,162,0.343824,120.936,10.313,1,0.048794
4225,4,0.011811,2,0.003654,6,0.015466,1.181818,0.777778,1.234568,0.763889,1.361905,0.755556,0.849958,1.216648,1.595282,5.832319,1.017612,1.382309,1.864536,9.051007,10.344,1.202257,47.205,1.445,156,0.505211,0.732394,10.435,10.527,1.039958,56.877,4.877,213,0.512003,56.877,3.265,0,0.101551
4238,15,0.309777,9,0.069074,24,0.378851,1.037037,0.897436,1.055195,0.878378,1.057692,0.857143,0.990284,1.257237,1.807266,6.949988,0.918939,1.330505,0.968445,7.25737,17.197,1.431646,43.977,12.485,167,0.813184,0.865285,14.142,9.941,1.164293,42.773,5.809,193,0.585871,43.977,9.933,0,0.050632
4240,5,0.027994,2,0.006994,7,0.034988,1.296296,0.791667,1.318841,0.836364,1.333333,0.870968,0.910071,0.685739,1.358596,4.834635,0.972068,0.697992,0.844749,4.125057,18.945,1.172577,51.888,12.3,159,0.596077,0.898305,13.152,9.141,1.030566,27.961,6.1,177,0.442176,51.888,9.991,0,0.085359
4251,6,0.071906,3,0.002259,9,0.074165,0.914286,0.888889,0.864828,0.868421,0.980769,0.825,0.87288,0.749675,4.034991,9.82758,1.064762,1.137861,1.74732,8.159404,12.355,1.072722,40.536,8.981,155,0.682565,0.738095,8.294,4.911,1.129852,21.222,2.11,210,0.401163,40.536,3.88,0,0.114212
4254,2,0.005398,3,0.003192,5,0.00859,0.833333,0.846154,1.2,0.792453,1.3125,0.740741,0.891856,1.143413,2.84163,7.946083,1.06022,1.154947,1.545333,7.666313,10.186,1.382255,32.247,4.4,133,0.406435,0.841772,11.59,12.876,1.249057,46.209,6.827,158,0.603148,46.209,4.63,0,0.103665
4271,2,0.022655,2,0.066565,4,0.08922,0.818182,0.837838,0.916667,0.865672,0.984375,0.9,0.940642,1.728718,1.072961,3.656558,0.973861,1.553952,1.740033,10.83297,18.774,1.120329,35.663,16.194,189,0.671304,0.818182,13.782,10.038,1.210617,36.991,3.745,231,0.422098,36.991,10.78,0,0.044774
4295,2,0.007351,4,0.130963,6,0.138314,1.012987,0.857143,1.133523,0.807018,1.6,0.727273,0.996187,0.759393,2.712597,5.77133,0.9532,0.726023,0.832385,4.051166,19.146,0.979117,43.311,19.84,208,0.705705,1.061224,20.196,21.071,0.885993,43.95,18.637,196,0.434366,43.95,19.84,0,0.012544
4305,3,0.004457,4,0.217034,7,0.221491,1,1,0.776471,0.884615,0.923077,0.7,1.301345,1.077861,2.677925,6.87722,0.990518,1.211677,0.786368,4.135943,12.461,0.725875,39.078,7.145,168,0.595823,0.933333,23.806,37.42,0.849602,96.698,24.561,180,0.623267,96.698,18.614,0,0.011255
4310,2,0.001978,5,0.013126,7,0.015104,1.5,0.666667,1.349112,0.75,1.272727,0.833333,1.033608,1.073102,2.610824,7.249776,0.813337,0.967183,1.207036,5.170227,16.9,0.957059,66.444,13.72,169,0.539977,1.083333,14.683,13.131,1.353783,43.141,6.95,156,0.475758,66.444,10.851,0,0.040139
4319,6,0.100362,2,0.013056,8,0.113418,1.133333,0.771429,0.847059,0.701493,0.777778,0.625,0.992395,0.927621,1.324175,5.969164,1.253677,1.108649,0.824364,4.874034,18.53,0.937821,26.962,23.445,182,0.554525,1.159236,21.319,22.913,0.492177,115.597,4.703,157,0.563079,115.597,10.51,0,0.035598
4324,8,0.119273,7,0.05229,15,0.171562,1.083333,0.939394,0.989783,0.84,0.9,0.785714,0.959176,0.977581,1.67476,4.82846,0.983741,2.169736,1.85137,10.27236,6.516,0.862702,20.071,4.312,177,0.470012,0.84689,9.881,15.08,1.195436,40.434,11.471,209,0.716959,40.434,5.5,0,0.082412
4333,2,0.002103,1,0.005909,3,0.008012,0.961538,0.740741,0.883117,0.72,0.729167,0.695652,0.932533,1.257842,1.7857,6.062572,1.0162,1.955346,1.475907,8.543508,15.516,1.057348,67.135,9.775,168,0.540325,0.893617,16.212,17.081,0.891455,68.927,7.011,188,0.46827,68.927,8.836,0,0.067778
4338,1,0.00358,6,0.179115,7,0.182695,0.916667,0.86,1.027668,0.84058,1.333333,0.842105,0.996164,0.863109,3.687319,9.657106,0.946836,0.779228,0.671623,3.344464,56.48,1.077695,64.249,56.48,167,0.798591,0.869792,29.157,18.228,0.857635,50.74,12.244,192,0.383277,64.249,16.441,0,0.01215
4343,0,0,3,0.165564,3,0.165564,0.75,0.681818,1.140351,0.72,1.8,0.75,0.86918,1.84808,2.101688,6.070312,0.986392,0.698215,0.852675,4.74105,22.506,1.67299,73.07,8.217,142,0.477388,0.972603,37.243,51.98,1.143276,117.715,43.876,146,0.689979,117.715,12.973,0,0.010772
4350,12,0.205474,4,0.010928,16,0.216403,1.244444,0.727273,1.603365,0.779221,1.416667,0.795455,1.163513,0.927252,2.052952,6.69779,1.080605,1.46915,1.641275,9.425098,12.071,0.864917,32.94,5.905,210,0.55299,1.055276,11.506,10.941,1.176607,38.945,3.85,199,0.674021,38.945,5.393,0,0.046729
4353,13,0.129681,12,0.189463,25,0.319144,1,0.932203,1.131429,0.890244,1.714286,0.782609,0.866846,1.225641,1.262413,4.907811,1.171844,0.630874,0.883029,5.209303,24.688,1.572093,39.675,32.221,218,0.905443,0.95614,20.557,17.606,0.485404,59.808,14.15,228,0.4227,59.808,16.126,0,0.032794
4367,8,0.178391,4,0.024212,12,0.202603,0.818182,0.724138,0.873563,0.823529,0.882353,0.897436,0.980787,0.889961,3.05832,6.966916,1.044493,0.641182,0.810654,5.571017,13.721,1.087958,40.334,8.491,149,0.583459,0.823204,14.922,16.811,1.032214,43.941,10.181,181,0.623165,43.941,9.336,0,0.01946
4372,1,0.003085,1,0.085089,2,0.088174,1.5,0.888889,1.203125,0.837209,1.2,0.8,1.070797,1.188029,1.245968,3.459447,0.840055,0.927025,1.413264,7.680152,18.154,0.855718,27.234,18.13,190,0.489684,1.027027,20.334,21.968,1.180419,58.684,22.751,185,0.60143,58.684,21.226,0,0.032264
4374,7,0.243697,6,0.097399,13,0.341095,0.5,0.777778,0.777778,0.815385,0.909091,0.829787,1.012913,0.991505,1.652092,4.355915,0.980704,1.070654,2.434686,10.225,9.02,1.22017,29.091,2.75,176,0.397598,1.157895,14.485,50.013,1.68407,95.856,50.013,152,0.95326,95.856,4.17,0,0.027825
4379,5,0.078432,5,0.25893,10,0.337362,0.764706,0.863636,0.8,0.888889,0.75,0.947368,0.983489,2.06216,2.336121,6.058169,0.942621,1.076062,3.306899,10.10105,30.418,1.427795,61.136,18.4,200,0.808296,1.041667,23.541,15.518,1.683558,28.34,15.453,192,0.533787,61.136,18.4,0,0.013801
4383,2,0.025871,2,0.002682,4,0.028554,1.111111,0.928571,0.834783,0.857143,0.75,0.8,1.003381,1.429368,2.957134,7.947395,0.97995,2.033921,1.35554,8.51665,14.004,1.071713,35.378,12.463,165,0.530627,1.050955,12.962,12.015,1.25401,31.026,11.94,157,0.500829,35.378,11.94,1,0.09229
4519,24,0.436566,7,0.085586,31,0.522152,1.153846,0.823529,1.083333,0.847826,0.991736,0.878049,1.017148,0.544678,1.321112,9.09246,0.897497,0.997917,2.348767,11.52856,15.925,1.483216,30.134,14.155,168,0.864353,0.848485,14.334,12.744,1.35,30.119,9.39,198,0.712733,30.134,12.428,2,0.095193
4594,7,0.019021,11,0.168284,18,0.187305,1.111111,0.909091,1.021429,0.895522,0.935065,0.882353,1.003004,0.824477,1.209322,4.148471,0.990958,1.195616,1.380659,7.323983,9.593,1.040697,38.813,4.13,181,0.602385,0.845794,10.235,10.93,1.079,44.936,4.87,214,0.601553,44.936,4.13,0,0.081558
4615,0,0,6,0.008364,6,0.008364,0.8,0.6875,0.928571,0.788462,0.714286,0.833333,0.916741,0.754334,2.539278,6.878005,0.981234,1.019376,0.602548,3.543972,11.36,1.388016,42.783,8.488,174,0.306359,0.966667,19.019,25.721,1.011828,58.716,24.203,180,0.702204,58.716,8.52,0,0.023286
4626,18,0.50496,5,0.065684,23,0.570645,1.269231,0.875,1.15,0.872549,1.069444,0.869565,0.939789,0.25087,0.706365,4.11956,0.878223,1.071254,1.403556,7.257255,38.503,1.385163,85.173,31.91,176,0.920547,0.956522,23.948,13.552,1.136459,54.319,5.001,184,0.708938,85.173,15.047,0,0.093474
4628,2,0.011573,0,0,2,0.011573,0.7,0.8,1.015385,0.837838,1.25,0.916667,0.922663,0.811348,1.73899,5.407546,1.026869,0.776973,0.944615,4.671209,35.815,1.473265,138.569,17.341,152,0.732123,0.878613,27.225,16.916,1.061527,50.348,6.05,173,0.279754,138.569,11.11,0,0.025563
4641,4,0.017327,11,0.134677,15,0.152004,1.142857,0.71875,1.244444,0.732143,1.244444,0.75,0.925465,1.012442,2.5172,6.353694,1.063157,0.728904,1.397572,7.584924,16.796,1.189187,26.441,21.125,181,0.75067,0.905,12.246,8.746,0.831571,18.552,7.376,200,0.409463,26.441,13.11,0,0.050757
